,CustomerID,Recency,Frequency,MonetaryValue,Recency_Score,Frequency_Score,Monetary_Score,RFM_Score,RFM_Label
2015,15379.0,168,196,3631.89,1,5,2,8,Loyal Customers
2016,15380.0,8,37,1682.36,4,1,1,6,Potential Loyalists
2017,15381.0,213,8,596.85,1,5,2,8,Loyal Customers
2018,15382.0,14,306,5927.86,4,1,1,6,Potential Loyalists
2019,15384.0,169,43,635.76,1,5,2,8,Loyal Customers
2020,15385.0,39,12,316.88,2,1,1,4,Lost Customers
2021,15386.0,185,31,394.14,1,5,2,8,Loyal Customers
2022,15389.0,171,1,500.0,1,5,2,8,Loyal Customers
2023,15392.0,4,85,1515.73,5,1,1,7,Potential Loyalists
2024,15393.0,15,12,231.86,3,1,1,5,At Risk
2025,15394.0,9,85,2183.54,4,1,1,6,Potential Loyalists
2026,15395.0,325,7,107.45,1,5,3,9,Best Customers
2027,15396.0,112,14,288.18,1,4,2,7,Potential Loyalists
2028,15397.0,289,6,94.0,1,5,2,8,Loyal Customers
2029,15398.0,15,74,1339.63,3,1,1,5,At Risk
2030,15399.0,0,50,815.77,5,1,1,7,Potential Loyalists
2031,15400.0,91,13,666.7,1,3,1,5,At Risk
2032,15402.0,148,41,626.35,1,4,2,7,Potential Loyalists
2033,15405.0,188,8,349.1,1,5,2,8,Loyal Customers
2034,15406.0,17,58,426.61,3,1,1,5,At Risk
2035,15407.0,33,153,1056.44,2,1,1,4,Lost Customers
2036,15408.0,263,34,267.18,1,5,2,8,Loyal Customers
2037,15410.0,83,122,3450.84,1,3,1,5,At Risk
2038,15411.0,25,100,1346.38,3,1,1,5,At Risk
2039,15412.0,170,10,190.53,1,5,2,8,Loyal Customers
2040,15414.0,9,39,774.9,4,1,1,6,Potential Loyalists
2041,15415.0,312,48,572.8100000000001,1,5,3,9,Best Customers
2042,15416.0,64,193,3974.37,1,2,1,4,Lost Customers
2043,15417.0,84,28,508.8,1,3,1,5,At Risk
2044,15419.0,24,8,135.86,3,1,1,5,At Risk
2045,15421.0,58,53,950.36,1,2,1,4,Lost Customers
2046,15422.0,322,6,97.7,1,5,3,9,Best Customers
2047,15423.0,37,2,43.5,2,1,1,4,Lost Customers
2048,15424.0,253,17,383.34,1,5,2,8,Loyal Customers
2049,15426.0,18,300,1429.9,3,1,1,5,At Risk
2050,15427.0,32,306,1483.14,2,1,1,4,Lost Customers
2051,15428.0,14,6,93.78,4,1,1,6,Potential Loyalists
2052,15429.0,26,83,364.9,3,1,1,5,At Risk
2053,15432.0,22,10,171.19000000000003,3,1,1,5,At Risk
2054,15433.0,78,53,417.87,1,3,1,5,At Risk
2055,15434.0,7,59,997.48,5,1,1,7,Potential Loyalists
2056,15435.0,21,29,149.29,3,1,1,5,At Risk
2057,15436.0,11,329,1122.53,4,1,1,6,Potential Loyalists
2058,15437.0,261,45,200.16,1,5,2,8,Loyal Customers
2059,15438.0,130,25,156.57999999999998,1,4,2,7,Potential Loyalists
2060,15440.0,54,62,383.68,1,2,1,4,Lost Customers
2061,15442.0,248,2,594.0,1,5,2,8,Loyal Customers
2062,15443.0,1,385,3212.16,5,1,1,7,Potential Loyalists
2063,15444.0,8,219,1418.26,4,1,1,6,Potential Loyalists
2064,15445.0,263,5,113.5,1,5,2,8,Loyal Customers
2065,15447.0,330,9,155.17,1,5,3,9,Best Customers
2066,15448.0,312,28,494.64,1,5,3,9,Best Customers
2067,15449.0,25,62,971.22,3,1,1,5,At Risk
2068,15450.0,29,30,429.84,3,1,1,5,At Risk
2069,15452.0,29,58,538.73,3,1,1,5,At Risk
2070,15453.0,1,286,1388.37,5,1,1,7,Potential Loyalists
2071,15454.0,361,25,179.1,1,5,3,9,Best Customers
2072,15456.0,282,60,447.22,1,5,2,8,Loyal Customers
2073,15457.0,261,58,237.07,1,5,2,8,Loyal Customers
2074,15458.0,24,7,161.64,3,1,1,5,At Risk
2075,15460.0,353,58,216.76,1,5,3,9,Best Customers
2076,15462.0,93,11,234.6,1,3,1,5,At Risk
2077,15463.0,28,7,126.14,3,1,1,5,At Risk
2078,15464.0,337,157,1048.85,1,5,3,9,Best Customers
2079,15465.0,19,104,6945.0199999999995,3,1,1,5,At Risk
2080,15466.0,84,57,334.53,1,3,1,5,At Risk
2081,15467.0,8,53,511.88,4,1,1,6,Potential Loyalists
2082,15468.0,34,29,438.46,2,1,1,4,Lost Customers
2083,15469.0,42,27,504.5,2,2,1,5,At Risk
2084,15471.0,1,77,469.48,5,1,1,7,Potential Loyalists
2085,15472.0,112,76,371.56,1,4,2,7,Potential Loyalists
2086,15473.0,13,14,1465.2,4,1,1,6,Potential Loyalists
2087,15475.0,76,29,454.11,1,3,1,5,At Risk
2088,15478.0,39,46,1441.42,2,1,1,4,Lost Customers
2089,15482.0,15,126,6528.72,3,1,1,5,At Risk
2090,15483.0,160,88,233.81,1,5,2,8,Loyal Customers
2091,15484.0,0,189,3563.11,5,1,1,7,Potential Loyalists
2092,15485.0,29,86,2575.0,3,1,1,5,At Risk
2093,15488.0,92,2,91.32000000000001,1,3,1,5,At Risk
2094,15489.0,22,55,1090.03,3,1,1,5,At Risk
2095,15491.0,94,155,3090.85,1,3,1,5,At Risk
2096,15492.0,27,35,659.4599999999999,3,1,1,5,At Risk
2097,15493.0,32,299,1967.25,2,1,1,4,Lost Customers
2098,15494.0,20,125,1299.23,3,1,1,5,At Risk
2099,15497.0,17,16,1259.7,3,1,1,5,At Risk
2100,15498.0,2,517,13252.55,5,1,1,7,Potential Loyalists
2101,15500.0,7,68,1131.56,5,1,1,7,Potential Loyalists
2102,15502.0,15,243,5548.58,3,1,1,5,At Risk
2103,15503.0,362,70,147.09,1,5,3,9,Best Customers
2104,15504.0,80,13,52.83,1,3,1,5,At Risk
2105,15505.0,52,99,3497.14,1,2,1,4,Lost Customers
2106,15506.0,22,164,979.26,3,1,1,5,At Risk
2107,15507.0,171,46,492.36,1,5,2,8,Loyal Customers
2108,15508.0,188,92,1000.27,1,5,2,8,Loyal Customers
2109,15510.0,330,1,250.0,1,5,3,9,Best Customers
2110,15511.0,11,160,909.23,4,1,1,6,Potential Loyalists
2111,15512.0,155,7,121.0,1,5,2,8,Loyal Customers
2112,15513.0,30,314,14520.08,3,1,1,5,At Risk
2113,15514.0,11,218,2963.19,4,1,1,6,Potential Loyalists
2114,15516.0,44,15,62.43,2,2,1,5,At Risk
2115,15517.0,232,27,267.03,1,5,2,8,Loyal Customers
2116,15518.0,63,219,1918.65,1,2,1,4,Lost Customers
2117,15520.0,1,18,343.5,5,1,1,7,Potential Loyalists
2118,15521.0,35,199,2699.65,2,1,1,4,Lost Customers
2119,15522.0,32,57,398.84,2,1,1,4,Lost Customers
2120,15523.0,83,10,412.01000000000005,1,3,1,5,At Risk
2121,15524.0,24,1,440.0,3,1,1,5,At Risk
2122,15525.0,1,179,808.52,5,1,1,7,Potential Loyalists
2123,15526.0,32,4,148.44,2,1,1,4,Lost Customers
2124,15527.0,18,165,2412.93,3,1,1,5,At Risk
2125,15528.0,253,26,229.33,1,5,2,8,Loyal Customers
2126,15529.0,22,673,3965.23,3,1,1,5,At Risk
2127,15530.0,21,108,1502.3500000000001,3,1,1,5,At Risk
2128,15531.0,7,228,2007.44,5,1,1,7,Potential Loyalists
2129,15532.0,24,262,1507.18,3,1,1,5,At Risk
2130,15533.0,18,86,746.92,3,1,1,5,At Risk
2131,15535.0,172,78,459.9,1,5,2,8,Loyal Customers
2132,15537.0,162,24,110.92,1,5,2,8,Loyal Customers
2133,15539.0,6,41,538.46,5,1,1,7,Potential Loyalists
2134,15540.0,10,15,213.3,4,1,1,6,Potential Loyalists
2135,15541.0,113,29,85.13000000000001,1,4,2,7,Potential Loyalists
2136,15543.0,287,28,127.86,1,5,2,8,Loyal Customers
2137,15544.0,8,261,3542.5099999999998,4,1,1,6,Potential Loyalists
2138,15545.0,53,81,292.71999999999997,1,2,1,4,Lost Customers
2139,15547.0,6,702,4954.84,5,1,1,7,Potential Loyalists
2140,15549.0,76,115,1652.01,1,3,1,5,At Risk
2141,15550.0,3,61,575.63,5,1,1,7,Potential Loyalists
2142,15551.0,36,29,436.06,2,1,1,4,Lost Customers
2143,15552.0,216,17,90.12,1,5,2,8,Loyal Customers
2144,15553.0,59,56,437.23,1,2,1,4,Lost Customers
2145,15554.0,277,14,217.2,1,5,2,8,Loyal Customers
2146,15555.0,11,922,4756.06,4,1,1,6,Potential Loyalists
2147,15556.0,23,31,279.77,3,1,1,5,At Risk
2148,15557.0,28,20,473.65000000000003,3,1,1,5,At Risk
2149,15561.0,11,31,722.74,4,1,1,6,Potential Loyalists
2150,15562.0,351,1,134.55,1,5,3,9,Best Customers
2151,15563.0,8,114,1310.69,4,1,1,6,Potential Loyalists
2152,15565.0,49,8,173.16000000000003,1,2,1,4,Lost Customers
2153,15567.0,18,7,186.01,3,1,1,5,At Risk
2154,15568.0,2,53,758.29,5,1,1,7,Potential Loyalists
2155,15569.0,103,31,1375.71,1,4,2,7,Potential Loyalists
2156,15570.0,6,330,4109.97,5,1,1,7,Potential Loyalists
2157,15571.0,11,57,650.4300000000001,4,1,1,6,Potential Loyalists
2158,15572.0,4,215,2552.86,5,1,1,7,Potential Loyalists
2159,15573.0,31,103,599.5,2,1,1,4,Lost Customers
2160,15574.0,177,168,702.25,1,5,2,8,Loyal Customers
2161,15576.0,37,45,940.67,2,1,1,4,Lost Customers
2162,15577.0,150,39,258.88,1,5,2,8,Loyal Customers
2163,15578.0,161,13,127.1,1,5,2,8,Loyal Customers
2164,15579.0,68,51,348.6,1,2,1,4,Lost Customers
2165,15581.0,155,146,721.63,1,5,2,8,Loyal Customers
2166,15582.0,24,44,682.9100000000001,3,1,1,5,At Risk
2167,15584.0,23,125,722.61,3,1,1,5,At Risk
2168,15585.0,176,31,455.3,1,5,2,8,Loyal Customers
2169,15587.0,49,9,913.68,1,2,1,4,Lost Customers
2170,15589.0,252,30,456.58,1,5,2,8,Loyal Customers
2171,15592.0,46,24,388.58,2,2,1,5,At Risk
2172,15593.0,70,5,199.8,1,2,1,4,Lost Customers
2173,15594.0,15,104,1767.53,3,1,1,5,At Risk
2174,15596.0,100,84,1343.34,1,3,2,6,Potential Loyalists
2175,15597.0,29,23,315.71999999999997,3,1,1,5,At Risk
2176,15598.0,34,16,235.68,2,1,1,4,Lost Customers
2177,15599.0,26,52,761.74,3,1,1,5,At Risk
2178,15601.0,10,414,6745.36,4,1,1,6,Potential Loyalists
2179,15602.0,7,52,1102.3700000000001,5,1,1,7,Potential Loyalists
2180,15603.0,78,2,48.480000000000004,1,3,1,5,At Risk
2181,15604.0,51,17,216.39,1,2,1,4,Lost Customers
2182,15605.0,35,67,1198.23,2,1,1,4,Lost Customers
2183,15606.0,56,91,2422.64,1,2,1,4,Lost Customers
2184,15607.0,336,13,104.76,1,5,3,9,Best Customers
2185,15608.0,27,60,1093.68,3,1,1,5,At Risk
2186,15609.0,182,18,270.03000000000003,1,5,2,8,Loyal Customers
2187,15610.0,51,6,112.46000000000001,1,2,1,4,Lost Customers
2188,15611.0,9,43,1547.39,4,1,1,6,Potential Loyalists
2189,15612.0,35,6,195.15,2,1,1,4,Lost Customers
2190,15615.0,9,429,10360.04,4,1,1,6,Potential Loyalists
2191,15618.0,32,48,747.03,2,1,1,4,Lost Customers
2192,15619.0,10,3,336.4,4,1,1,6,Potential Loyalists
2193,15620.0,49,104,1524.4,1,2,1,4,Lost Customers
2194,15621.0,3,18,1158.77,5,1,1,7,Potential Loyalists
2195,15622.0,2,214,3224.53,5,1,1,7,Potential Loyalists
2196,15623.0,140,19,301.03,1,4,2,7,Potential Loyalists
2197,15624.0,116,34,588.13,1,4,2,7,Potential Loyalists
2198,15625.0,99,68,1504.56,1,3,1,5,At Risk
2199,15626.0,74,49,675.8,1,2,1,4,Lost Customers
2200,15628.0,4,157,2865.64,5,1,1,7,Potential Loyalists
2201,15630.0,44,61,1180.4,2,2,1,5,At Risk
2202,15632.0,15,177,3147.31,3,1,1,5,At Risk
2203,15634.0,16,15,243.55,3,1,1,5,At Risk
2204,15636.0,89,25,724.76,1,3,1,5,At Risk
2205,15637.0,52,15,223.36,1,2,1,4,Lost Customers
2207,15639.0,133,25,425.32,1,4,2,7,Potential Loyalists
2208,15640.0,3,495,12433.34,5,1,1,7,Potential Loyalists
2209,15641.0,104,119,1887.2,1,4,2,7,Potential Loyalists
2210,15643.0,178,36,647.4,1,5,2,8,Loyal Customers
2211,15644.0,165,238,813.0,1,5,2,8,Loyal Customers
2212,15645.0,18,51,611.59,3,1,1,5,At Risk
2213,15646.0,157,36,425.14000000000004,1,5,2,8,Loyal Customers
2214,15648.0,203,27,602.6,1,5,2,8,Loyal Customers
2215,15649.0,335,2,816.0,1,5,3,9,Best Customers
2216,15651.0,36,32,646.3,2,1,1,4,Lost Customers
2217,15652.0,90,21,337.74,1,3,1,5,At Risk
2218,15653.0,92,6,877.44,1,3,1,5,At Risk
2219,15654.0,8,21,922.53,4,1,1,6,Potential Loyalists
2220,15655.0,232,37,511.32,1,5,2,8,Loyal Customers
2221,15656.0,44,47,748.5,2,2,1,5,At Risk
2222,15657.0,22,1,30.0,3,1,1,5,At Risk
2223,15658.0,189,56,958.9,1,5,2,8,Loyal Customers
2224,15659.0,43,11,306.45,2,2,1,5,At Risk
2225,15660.0,24,94,1552.01,3,1,1,5,At Risk
2226,15661.0,316,5,309.8,1,5,3,9,Best Customers
2227,15663.0,105,9,138.14,1,4,2,7,Potential Loyalists
2228,15664.0,50,19,358.63,1,2,1,4,Lost Customers
2229,15665.0,167,116,2242.01,1,5,2,8,Loyal Customers
2230,15667.0,39,13,301.32,2,1,1,4,Lost Customers
2231,15668.0,217,1,76.32000000000001,1,5,2,8,Loyal Customers
2232,15669.0,39,35,677.69,2,1,1,4,Lost Customers
2233,15670.0,296,12,173.05,1,5,2,8,Loyal Customers
2234,15671.0,18,81,2635.4900000000002,3,1,1,5,At Risk
2235,15673.0,87,155,2881.02,1,3,1,5,At Risk
2236,15674.0,72,133,1744.02,1,2,1,4,Lost Customers
2237,15675.0,80,21,323.69,1,3,1,5,At Risk
2238,15676.0,8,216,3324.09,4,1,1,6,Potential Loyalists
2239,15677.0,48,33,657.23,1,2,1,4,Lost Customers
2240,15678.0,52,12,352.7,1,2,1,4,Lost Customers
2241,15679.0,23,110,781.28,3,1,1,5,At Risk
2242,15680.0,8,78,1333.68,4,1,1,6,Potential Loyalists
2243,15681.0,17,67,946.36,3,1,1,5,At Risk
2244,15683.0,116,10,193.75,1,4,2,7,Potential Loyalists
2245,15687.0,8,168,2981.5,4,1,1,6,Potential Loyalists
2246,15689.0,119,9,254.1,1,4,2,7,Potential Loyalists
2247,15690.0,3,19,239.76,5,1,1,7,Potential Loyalists
2248,15691.0,251,2,136.8,1,5,2,8,Loyal Customers
2249,15692.0,27,12,191.04,3,1,1,5,At Risk
2250,15694.0,0,78,6408.6,5,1,1,7,Potential Loyalists
2251,15695.0,266,22,409.98,1,5,2,8,Loyal Customers
2252,15696.0,32,177,2644.46,2,1,1,4,Lost Customers
2253,15699.0,17,18,309.65,3,1,1,5,At Risk
2254,15700.0,171,89,664.03,1,5,2,8,Loyal Customers
2255,15701.0,1,237,1542.14,5,1,1,7,Potential Loyalists
2256,15703.0,264,5,211.5,1,5,2,8,Loyal Customers
2257,15704.0,139,117,2293.62,1,4,2,7,Potential Loyalists
2258,15705.0,200,6,143.1,1,5,2,8,Loyal Customers
2259,15706.0,59,59,1001.8100000000001,1,2,1,4,Lost Customers
2260,15707.0,34,214,945.58,2,1,1,4,Lost Customers
2261,15708.0,40,297,3329.7200000000003,2,1,1,4,Lost Customers
2262,15709.0,283,6,133.25,1,5,2,8,Loyal Customers
2263,15712.0,8,53,1072.36,4,1,1,6,Potential Loyalists
2264,15713.0,142,20,346.75,1,4,2,7,Potential Loyalists
2265,15714.0,11,35,330.88,4,1,1,6,Potential Loyalists
2266,15716.0,145,118,1118.81,1,4,2,7,Potential Loyalists
2267,15717.0,233,7,150.3,1,5,2,8,Loyal Customers
2268,15719.0,32,937,5042.31,2,1,1,4,Lost Customers
2269,15720.0,23,128,598.73,3,1,1,5,At Risk
2270,15721.0,11,91,507.08,4,1,1,6,Potential Loyalists
2271,15722.0,35,72,2181.21,2,1,1,4,Lost Customers
2272,15723.0,364,41,203.10000000000002,1,5,3,9,Best Customers
2273,15724.0,200,12,212.3,1,5,2,8,Loyal Customers
2274,15725.0,14,32,415.25,4,1,1,6,Potential Loyalists
2275,15727.0,16,302,5178.96,3,1,1,5,At Risk
2277,15729.0,197,6,62.0,1,5,2,8,Loyal Customers
2278,15730.0,65,73,1108.38,1,2,1,4,Lost Customers
2279,15732.0,211,14,294.12,1,5,2,8,Loyal Customers
2280,15733.0,282,10,162.3,1,5,2,8,Loyal Customers
2281,15734.0,114,26,1339.45,1,4,2,7,Potential Loyalists
2282,15737.0,14,81,1121.21,4,1,1,6,Potential Loyalists
2283,15738.0,18,176,4788.77,3,1,1,5,At Risk
2284,15739.0,65,8,449.12,1,2,1,4,Lost Customers
2285,15740.0,48,9,154.88,1,2,1,4,Lost Customers
2286,15743.0,15,88,784.46,3,1,1,5,At Risk
2287,15744.0,77,3,34.8,1,3,1,5,At Risk
2288,15745.0,8,65,1071.24,4,1,1,6,Potential Loyalists
2289,15746.0,133,29,182.96,1,4,2,7,Potential Loyalists
2290,15747.0,12,93,974.04,4,1,1,6,Potential Loyalists
2291,15748.0,39,21,149.31,2,1,1,4,Lost Customers
2292,15749.0,234,15,21535.9,1,5,2,8,Loyal Customers
2293,15750.0,2,295,2451.23,5,1,1,7,Potential Loyalists
2294,15752.0,39,412,2628.93,2,1,1,4,Lost Customers
2295,15753.0,304,1,79.2,1,5,3,9,Best Customers
2296,15754.0,50,29,455.67,1,2,1,4,Lost Customers
2297,15755.0,0,149,2318.88,5,1,1,7,Potential Loyalists
2298,15756.0,60,192,532.96,1,2,1,4,Lost Customers
2299,15757.0,65,45,714.42,1,2,1,4,Lost Customers
2300,15758.0,24,9,205.25,3,1,1,5,At Risk
2301,15759.0,217,7,253.04,1,5,2,8,Loyal Customers
2302,15762.0,64,37,583.75,1,2,1,4,Lost Customers
2303,15763.0,31,63,1048.67,2,1,1,4,Lost Customers
2304,15764.0,80,188,3245.47,1,3,1,5,At Risk
2305,15766.0,63,11,315.06,1,2,1,4,Lost Customers
2306,15768.0,115,27,621.8299999999999,1,4,2,7,Potential Loyalists
2307,15769.0,6,147,51823.72,5,1,1,7,Potential Loyalists
2308,15773.0,5,10,635.6800000000001,5,1,1,7,Potential Loyalists
2309,15774.0,68,25,270.8,1,2,1,4,Lost Customers
2310,15775.0,244,7,104.9,1,5,2,8,Loyal Customers
2311,15776.0,132,18,241.62,1,4,2,7,Potential Loyalists
2312,15777.0,240,22,1021.61,1,5,2,8,Loyal Customers
2313,15780.0,183,29,475.28000000000003,1,5,2,8,Loyal Customers
2314,15781.0,24,21,333.56,3,1,1,5,At Risk
2315,15782.0,9,44,2593.94,4,1,1,6,Potential Loyalists
2316,15783.0,10,14,246.3,4,1,1,6,Potential Loyalists
2317,15785.0,29,87,2303.75,3,1,1,5,At Risk
2318,15786.0,43,280,4834.2,2,2,1,5,At Risk
2319,15787.0,25,206,948.05,3,1,1,5,At Risk
2320,15789.0,357,25,351.3,1,5,3,9,Best Customers
2321,15790.0,9,35,220.85,4,1,1,6,Potential Loyalists
2322,15791.0,43,76,1604.44,2,2,1,5,At Risk
2323,15793.0,8,13,948.96,4,1,1,6,Potential Loyalists
2324,15795.0,149,42,610.01,1,4,2,7,Potential Loyalists
2325,15796.0,0,133,2707.61,5,1,1,7,Potential Loyalists
2326,15797.0,112,7,2192.4,1,4,2,7,Potential Loyalists
2327,15799.0,75,98,884.14,1,3,1,5,At Risk
2328,15800.0,106,119,699.08,1,4,2,7,Potential Loyalists
2329,15801.0,45,69,1042.19,2,2,1,5,At Risk
2330,15803.0,50,8,415.82000000000005,1,2,1,4,Lost Customers
2331,15804.0,0,274,3848.55,5,1,1,7,Potential Loyalists
2332,15805.0,22,307,5452.17,3,1,1,5,At Risk
2333,15806.0,45,31,784.58,2,2,1,5,At Risk
2334,15807.0,49,48,903.9,1,2,1,4,Lost Customers
2335,15808.0,305,210,3724.77,1,5,3,9,Best Customers
2336,15809.0,35,43,399.21,2,1,1,4,Lost Customers
2337,15810.0,78,112,1145.43,1,3,1,5,At Risk
2338,15811.0,16,139,2171.32,3,1,1,5,At Risk
2339,15812.0,106,41,1801.14,1,4,2,7,Potential Loyalists
2340,15813.0,207,40,1303.9099999999999,1,5,2,8,Loyal Customers
2341,15814.0,2,74,1842.73,5,1,1,7,Potential Loyalists
2342,15815.0,63,49,2100.6,1,2,1,4,Lost Customers
2343,15819.0,48,123,1905.45,1,2,1,4,Lost Customers
2344,15820.0,319,17,206.98,1,5,3,9,Best Customers
2345,15821.0,43,62,570.96,2,2,1,5,At Risk
2346,15822.0,2,33,885.47,5,1,1,7,Potential Loyalists
2348,15825.0,171,20,532.94,1,5,2,8,Loyal Customers
2349,15826.0,50,69,1649.3600000000001,1,2,1,4,Lost Customers
2350,15827.0,72,133,1648.54,1,2,1,4,Lost Customers
2351,15829.0,98,51,636.14,1,3,1,5,At Risk
2352,15830.0,28,41,547.7,3,1,1,5,At Risk
2353,15831.0,57,69,747.76,1,2,1,4,Lost Customers
2354,15832.0,253,54,836.79,1,5,2,8,Loyal Customers
2355,15834.0,69,275,2082.4,1,2,1,4,Lost Customers
2356,15835.0,43,50,954.09,2,2,1,5,At Risk
2357,15836.0,44,12,117.47,2,2,1,5,At Risk
2358,15837.0,64,24,391.98,1,2,1,4,Lost Customers
2359,15838.0,10,168,33362.28,4,1,1,6,Potential Loyalists
2360,15839.0,24,65,1020.74,3,1,1,5,At Risk
2361,15840.0,58,28,345.65999999999997,1,2,1,4,Lost Customers
2362,15841.0,63,50,1209.1,1,2,1,4,Lost Customers
2363,15843.0,303,8,118.95,1,5,3,9,Best Customers
2364,15844.0,45,11,130.73999999999998,2,2,1,5,At Risk
2365,15845.0,17,140,3650.87,3,1,1,5,At Risk
2366,15847.0,37,22,389.27,2,1,1,4,Lost Customers
2367,15850.0,18,97,238.85,3,1,1,5,At Risk
2368,15852.0,186,22,160.71,1,5,2,8,Loyal Customers
2369,15853.0,51,30,110.8,1,2,1,4,Lost Customers
2370,15854.0,3,140,2974.65,5,1,1,7,Potential Loyalists
2371,15855.0,136,80,712.24,1,4,2,7,Potential Loyalists
2372,15856.0,3,652,16172.41,5,1,1,7,Potential Loyalists
2373,15857.0,18,14,297.0,3,1,1,5,At Risk
2374,15858.0,15,191,1438.85,3,1,1,5,At Risk
2375,15860.0,40,142,977.21,2,1,1,4,Lost Customers
2376,15861.0,11,547,3000.36,4,1,1,6,Potential Loyalists
2377,15862.0,7,147,832.88,5,1,1,7,Potential Loyalists
2378,15863.0,25,18,68.84,3,1,1,5,At Risk
2379,15864.0,21,24,1769.78,3,1,1,5,At Risk
2380,15865.0,40,40,895.13,2,1,1,4,Lost Customers
2381,15866.0,100,45,230.53,1,3,2,6,Potential Loyalists
2382,15867.0,4,461,3791.25,5,1,1,7,Potential Loyalists
2383,15869.0,276,15,149.64,1,5,2,8,Loyal Customers
2384,15870.0,32,76,354.09000000000003,2,1,1,4,Lost Customers
2385,15872.0,14,128,360.93,4,1,1,6,Potential Loyalists
2386,15874.0,62,137,4330.67,1,2,1,4,Lost Customers
2387,15877.0,1,131,440.78,5,1,1,7,Potential Loyalists
2388,15880.0,368,106,313.28000000000003,1,5,3,9,Best Customers
2389,15881.0,311,32,438.24,1,5,3,9,Best Customers
2390,15882.0,198,23,493.08000000000004,1,5,2,8,Loyal Customers
2391,15883.0,1,49,396.48,5,1,1,7,Potential Loyalists
2392,15885.0,92,16,349.35,1,3,1,5,At Risk
2393,15886.0,59,12,181.09,1,2,1,4,Lost Customers
2394,15888.0,79,12,135.6,1,3,1,5,At Risk
2395,15889.0,156,91,427.57,1,5,2,8,Loyal Customers
2396,15891.0,226,61,521.97,1,5,2,8,Loyal Customers
2397,15894.0,252,40,262.9,1,5,2,8,Loyal Customers
2398,15895.0,149,11,179.17,1,4,2,7,Potential Loyalists
2399,15897.0,193,24,222.05,1,5,2,8,Loyal Customers
2400,15898.0,0,87,1384.68,5,1,1,7,Potential Loyalists
2401,15899.0,368,4,56.25,1,5,3,9,Best Customers
2402,15900.0,23,51,351.11,3,1,1,5,At Risk
2403,15901.0,16,114,361.9,3,1,1,5,At Risk
2404,15903.0,9,75,5126.34,4,1,1,6,Potential Loyalists
2405,15904.0,7,30,164.68,5,1,1,7,Potential Loyalists
2406,15906.0,19,151,1521.79,3,1,1,5,At Risk
2407,15907.0,3,248,966.6,5,1,1,7,Potential Loyalists
2408,15909.0,173,7,191.94,1,5,2,8,Loyal Customers
2409,15910.0,0,267,1232.18,5,1,1,7,Potential Loyalists
2410,15912.0,177,19,264.62,1,5,2,8,Loyal Customers
2411,15916.0,15,160,1491.24,3,1,1,5,At Risk
2412,15917.0,247,12,123.1,1,5,2,8,Loyal Customers
2413,15918.0,190,40,334.23,1,5,2,8,Loyal Customers
2414,15919.0,19,143,639.89,3,1,1,5,At Risk
2415,15920.0,153,58,163.55,1,5,2,8,Loyal Customers
2416,15921.0,172,25,336.03000000000003,1,5,2,8,Loyal Customers
2417,15922.0,371,12,363.6,1,5,3,9,Best Customers
2418,15923.0,372,21,127.08,1,5,3,9,Best Customers
2419,15925.0,193,12,207.15,1,5,2,8,Loyal Customers
2420,15930.0,66,21,426.63,1,2,1,4,Lost Customers
2421,15932.0,3,119,2461.85,5,1,1,7,Potential Loyalists
2422,15933.0,20,74,1107.46,3,1,1,5,At Risk
2423,15935.0,238,11,108.03999999999999,1,5,2,8,Loyal Customers
2424,15937.0,63,7,145.35,1,2,1,4,Lost Customers
2425,15938.0,111,18,404.58000000000004,1,4,2,7,Potential Loyalists
2426,15939.0,89,76,6087.26,1,3,1,5,At Risk
2427,15940.0,310,1,35.8,1,5,3,9,Best Customers
2428,15942.0,133,14,337.44,1,4,2,7,Potential Loyalists
2429,15944.0,276,6,325.1,1,5,2,8,Loyal Customers
2430,15945.0,364,2,181.0,1,5,3,9,Best Customers
2431,15947.0,82,29,1708.24,1,3,1,5,At Risk
2432,15948.0,7,60,955.24,5,1,1,7,Potential Loyalists
2433,15949.0,16,19,364.72,3,1,1,5,At Risk
2434,15950.0,1,103,1705.26,5,1,1,7,Potential Loyalists
2435,15951.0,0,43,669.57,5,1,1,7,Potential Loyalists
2436,15952.0,33,91,806.57,2,1,1,4,Lost Customers
2437,15953.0,14,103,1634.53,4,1,1,6,Potential Loyalists
2438,15955.0,23,185,4389.81,3,1,1,5,At Risk
2439,15957.0,31,42,428.89,2,1,1,4,Lost Customers
2440,15958.0,73,7,104.35,1,2,1,4,Lost Customers
2441,15963.0,19,28,470.76,3,1,1,5,At Risk
2442,15965.0,16,122,845.64,3,1,1,5,At Risk
2443,15967.0,22,84,418.83,3,1,1,5,At Risk
2444,15969.0,2,21,582.9,5,1,1,7,Potential Loyalists
2445,15970.0,303,11,314.09999999999997,1,5,3,9,Best Customers
2446,15971.0,17,34,4194.9,3,1,1,5,At Risk
2447,15973.0,235,6,99.77000000000002,1,5,2,8,Loyal Customers
2448,15974.0,38,177,3429.55,2,1,1,4,Lost Customers
2449,15975.0,83,24,371.01,1,3,1,5,At Risk
2450,15976.0,164,98,430.94,1,5,2,8,Loyal Customers
2451,15977.0,16,65,1054.73,3,1,1,5,At Risk
2452,15978.0,76,49,1098.78,1,3,1,5,At Risk
2453,15980.0,88,43,2398.86,1,3,1,5,At Risk
2454,15981.0,24,97,3408.48,3,1,1,5,At Risk
2455,15983.0,21,113,1475.02,3,1,1,5,At Risk
